795,520,1417,623
168,808,819,838
908,440,1767,1389
806,278,1089,288
786,67,1121,359
181,570,1046,1406
740,450,1358,1046
446,333,637,953
268,548,1050,1228
857,610,1441,1218
486,882,582,906
278,84,355,109
248,301,1218,1167
650,375,1469,424
425,323,573,958
194,995,251,1687
640,611,1027,1592
992,915,1952,1370
822,700,1551,1209
916,268,1204,732
232,834,926,917
98,792,582,929
503,86,1074,357
869,457,1668,1150
236,350,1179,1326
633,550,1235,935
526,420,791,1102
379,536,850,1393
109,79,928,456
368,905,766,1536
586,594,1560,1438
150,62,768,1031
641,308,1560,839
521,636,839,1285
674,173,1536,755
588,457,857,979
107,650,536,1269
175,149,608,302
737,943,1336,1599
770,573,941,1363
401,508,1200,626
0,382,146,725
204,879,1085,1502
305,939,1103,1696
298,724,882,977
890,169,919,694
854,398,1752,715
767,612,1565,955
372,660,1167,793
194,15,1021,780
837,305,950,508
238,112,1225,676
660,316,874,879
539,649,1523,854
81,764,502,1669
865,988,1200,1881
705,644,1405,1032
235,877,414,1469
916,61,1797,625
318,772,1310,1540
860,427,1471,567
263,674,913,959
281,234,1064,278
205,144,984,897
757,359,1684,821
1,336,998,1149
706,972,888,1314
658,871,673,1484
275,863,326,1400
107,704,522,1243
624,931,883,1352
712,675,825,1398
185,938,221,1213
332,932,1082,1508
631,900,1331,1148
144,683,752,1584
605,208,1414,851
623,874,736,1027
794,714,1160,907
24,332,770,862
316,875,668,1311
231,135,1231,446
393,245,600,484
751,791,1599,1163
69,745,601,1731
160,724,1056,1062
615,594,1217,1364
33,438,378,991
796,870,1694,1209
162,293,1006,340
380,815,650,1787
250,267,545,775
360,250,1246,857
59,482,590,1231
187,414,585,466
454,831,551,1726
516,483,962,814
16,441,1011,1175
841,210,1622,504
972,943,1928,1927
597,993,1016,1689
535,712,1234,803
151,661,329,765
301,528,524,871
249,378,621,474
480,835,573,1819
206,694,716,903
780,688,1354,956
930,798,1242,1617
746,311,1356,1298
479,877,1338,1593
441,290,1410,1270
10,161,785,414
415,163,619,258
69,712,88,970
131,573,723,1287
554,553,1462,1079
847,82,1808,351
470,40,1199,87
789,312,889,1200
193,258,242,1155
258,124,850,194
568,262,1525,682
365,799,1070,1075
887,487,949,992
764,182,1361,213
342,935,1312,1101
522,642,1273,1529
916,717,1652,1454
780,867,1240,1765
7,221,503,1206
642,702,1224,783
425,800,1368,1051
711,127,722,438
356,618,737,1588
204,764,612,844
463,764,840,1232
74,330,391,774
524,625,1213,913
863,938,1755,1231
270,702,747,1120
326,820,869,1202
752,20,1471,242
510,620,1035,1383
347,602,1035,1493
127,382,1109,1345
10,578,418,825
160,345,498,1231
887,636,1747,1527
982,766,1436,1458
343,562,535,1436
258,175,1162,777
674,411,800,852
921,326,1695,365
965,152,1004,520
979,21,982,293
330,932,472,1912
513,740,1396,1684
686,591,954,1058
368,2,1172,355
710,412,724,999
809,385,1263,1384
764,624,957,1341
187,746,1052,929
672,241,1233,1150
743,318,1273,992
284,517,915,1137
161,896,887,906
345,485,410,594
193,862,443,885
75,788,455,945
55,573,182,848
316,118,969,819
130,826,1054,918
252,356,908,1240
115,761,119,1521
382,388,599,833
529,908,1449,1078
964,583,1914,669
635,360,1529,702
784,877,1181,1568
982,741,1033,1179
33,128,610,341
469,48,564,776
828,906,1490,1660
747,335,1288,1134
39,269,1017,1049
759,366,1248,642
266,681,650,987
617,917,784,1628
560,606,1116,938
111,821,1106,857
161,692,377,930
594,217,753,410
838,171,1331,386
16,180,393,497
486,76,1269,304
541,174,1407,1126
346,800,420,1291
110,618,503,1597
465,616,1091,1016
1000,750,1331,1468
977,389,1868,1202
64,463,294,1218
221,127,614,776
328,27,1081,494
4,452,569,696
916,782,1845,1442
723,302,1089,425
241,251,694,1131
476,334,1033,1185
35,949,149,1722
878,537,1371,784
549,558,1051,809
752,933,1250,1624
472,769,670,824
438,572,898,1291
858,306,1316,861
781,985,1130,1935
453,321,601,1124
21,325,485,1216
29,920,500,1838
907,577,1017,1314
505,569,546,600
627,134,890,1027
278,404,1264,404
259,321,548,967
62,583,797,1556
488,494,1170,1239
893,269,1263,947
233,538,751,1427
907,160,1235,336
676,684,1555,974
730,331,1008,464
671,279,1472,857
897,611,1343,1186
88,162,664,1120
44,334,874,1292
839,419,1833,1222
487,57,1480,477
944,144,1675,246
736,703,1139,812
232,794,368,1605
351,792,683,1418
212,992,842,1657
361,814,743,1387
456,405,1304,1259
610,998,706,998
526,713,1440,948
424,168,1225,282
762,642,1537,808
603,483,1129,1338
856,472,1791,1155
441,646,1325,1620
328,472,479,1204
907,909,1867,1353
59,223,611,650
195,921,358,1084
377,243,847,752
587,894,1267,1000
752,21,1324,773
89,50,921,571
762,542,1638,587
60,709,90,1206
799,758,1643,1052
506,25,868,567
2,911,161,938
20,527,995,1515
290,711,1003,933
409,361,777,614
209,780,802,1767
406,111,737,693
714,177,1226,1017
663,747,1581,1552
942,522,1513,1357
1000,833,1538,1712
393,114,1017,562
465,403,743,642
207,764,887,1212
417,508,1097,1123
563,841,926,1739
541,648,796,1308
886,478,1383,922
475,777,1262,1465
569,151,1119,741
822,435,871,678
957,632,1931,917
980,676,1722,1599
141,456,737,1264
158,169,663,414
299,984,377,989
534,714,1356,1260
775,168,1742,1086
407,641,832,923
704,252,1194,1163
160,319,513,329
413,291,500,315
155,939,1085,1843
153,38,757,356
177,524,265,669
30,52,486,419
756,750,1696,1382
823,573,1214,1563
499,160,1033,405
20,392,454,1250
616,811,1535,1082
905,467,1202,1405
534,131,576,751
248,38,499,589
498,516,1263,1434
746,941,1022,1647
470,364,500,595
441,560,1284,1358
887,581,998,1127
89,85,448,189
715,501,719,1187
569,334,902,1143
807,707,1240,1127
27,14,791,821
895,676,1847,1032
389,355,1206,735
624,261,785,261
974,291,1376,327
960,696,1315,1377
525,325,595,358
612,355,1567,911
68,243,682,358
954,473,1597,1297
146,422,1123,1185
797,284,1484,981
548,46,1188,108
117,727,879,730
885,586,1743,1118
218,668,1186,1061
654,757,988,1174
878,326,1337,793
679,315,772,383
422,897,965,972
80,829,290,1706
732,604,968,803
824,706,1231,784
326,758,441,1102
863,286,1359,1080
63,760,129,832
48,109,699,227
307,704,515,1452
528,82,1240,785
107,988,367,1968
817,926,1578,1223
821,178,1498,730
709,873,1423,1436
99,817,533,1093
977,170,1349,281
788,627,1771,1276
94,896,963,977
47,539,623,545
132,176,208,612
204,468,676,673
30,203,939,713
652,477,766,1411
80,192,350,785
85,242,377,1128
834,251,977,1219
517,623,714,1023
866,724,1506,797
370,265,815,287
551,763,644,1568
848,420,984,1153
177,649,551,1045
279,413,485,826
386,899,1332,1576
639,252,687,575
853,53,1688,516
351,104,1192,188
699,797,1208,890
978,512,1622,842
641,224,671,975
565,106,642,398
670,648,1453,805
16,113,683,969
85,633,457,1268
526,371,800,970
141,798,1063,1065
623,484,958,841
312,818,527,1429
22,624,975,859
519,565,1055,1544
92,382,955,662
504,801,1208,1089
20,119,679,809
197,800,1029,811
896,200,1125,1008
912,626,1001,1599
511,679,944,1140
54,638,446,1016
637,925,1271,1085
399,720,1226,799
656,322,1283,707
272,109,759,302
626,550,1380,566
847,523,934,1123
57,126,444,1114
796,938,1166,1018
110,547,389,935
396,922,1219,1610
976,492,1531,926
296,840,1099,854
209,3,533,178
740,656,1445,789
271,504,455,1230
569,683,1111,1123
150,669,398,792
606,154,918,740
667,807,679,1522
103,5,802,872
495,36,641,769
504,404,1370,1150
851,932,1565,1794
257,268,969,1102
922,282,1655,953
870,134,1005,354
428,543,1291,1431
944,819,1117,1520
741,370,1413,560
891,262,1402,1138
894,620,1167,964
12,153,886,1106
698,370,1547,507
623,666,1384,1083
975,915,1642,1324
939,431,1510,882
351,277,682,1024
844,493,1422,1152
567,71,1068,765
102,178,497,526
701,246,936,1086
961,984,1574,1096
285,787,1184,1292
885,693,1824,1427
389,763,611,1337
273,285,1084,681
912,204,919,325
393,299,761,492
393,240,773,400
87,319,420,1141
506,34,1303,247
299,658,334,1634
263,463,493,898
537,871,766,1387
655,113,1052,270
464,206,938,1130
730,466,1706,969
32,71,341,241
132,816,340,1127
113,153,632,902
371,690,1158,1185
507,899,973,1674
746,44,859,110
712,259,937,462
132,471,954,1173
51,669,193,1651
699,497,1373,586
925,214,1253,898
759,150,1263,1132
328,292,804,539
964,44,1151,550
492,132,1049,1125
73,202,932,301
520,326,914,1271
684,245,1099,1093
668,644,1623,987
107,954,951,1922
53,409,56,1029
467,663,1354,1626
895,327,1655,965
352,523,874,929
958,146,1853,403
977,309,1568,734
42,306,794,542
436,965,800,1801
499,567,1403,1177
577,537,1510,1034
638,765,784,1124
988,759,1490,1313
882,777,1189,873
138,370,1106,1220
238,316,565,1159
134,789,886,1476
581,78,1464,665
361,976,682,1550
718,460,1082,1328
326,487,520,1045
259,297,410,841
128,228,800,757
315,421,677,928
143,940,1037,1789
390,759,655,1108
741,741,785,873
657,961,1433,1683
76,661,853,1398
969,317,1925,832
838,119,1439,315
362,288,1226,326
595,402,991,752
343,782,1254,966
172,630,573,639
819,951,1076,1549
187,112,507,936
425,565,1164,1081
891,80,1278,113
935,544,1399,879
113,490,527,780
173,938,308,1927
988,78,1483,738
518,968,1092,1243
586,386,846,554
718,928,1086,1508
696,395,1164,533
219,974,455,1268
990,812,1728,1529
740,582,1323,891
541,412,588,936
605,139,716,217
629,135,1127,785
686,460,1254,481
863,282,1435,1017
85,789,217,1520
566,471,666,513
262,405,639,1382
82,335,200,1011
802,491,958,553
82,318,206,1075
768,931,1491,1202
379,694,1326,1160
455,147,517,196
263,472,1236,1112
38,791,600,1198
281,321,1053,798
455,740,560,1718
253,52,820,361
562,513,1011,731
120,498,593,1403
84,980,130,1434
237,234,475,1170
876,515,1474,1441
798,954,1614,1531
645,563,1328,921
967,412,1368,549
893,316,1301,703
817,363,1321,979
226,652,1122,1457
553,673,952,1603
826,186,1825,325
417,491,1271,1122
216,917,1080,1855
217,890,1126,1358
981,452,1720,960
27,791,49,1638
45,139,130,1096
622,103,1202,305
216,585,503,1074
992,248,1108,319
966,209,1604,267
166,747,644,1568
279,525,628,939
91,66,894,485
747,701,1356,1250
213,347,494,807
578,4,671,956
589,911,1174,1682
153,719,964,1299
866,77,985,303
24,275,431,504
236,307,892,935
887,462,1292,1428
1000,708,1622,1222
827,539,934,756
991,192,1201,667
287,584,879,634
709,845,1069,1383
282,221,790,1203
983,285,1523,292
369,79,644,93
995,384,1825,943
479,213,633,249
611,178,1417,991
171,495,246,651
51,225,832,684
510,918,1285,1776
64,294,274,840
841,216,1633,1161
55,758,687,1181
981,829,1445,1387
423,409,691,1286
795,267,1377,749
390,531,618,1422
271,939,531,998
749,408,1384,540
60,534,661,549
681,247,1340,727
691,31,1453,725
761,536,1616,1308
863,777,1829,873
411,298,1127,909
778,572,829,671
994,420,1408,1250
554,820,1346,1153
598,469,1397,1292
213,58,530,1046
844,739,997,1278
869,563,1738,713
564,968,1021,1446
256,773,566,789
818,110,1641,876
17,292,297,823
543,189,975,375
960,817,1708,1686
633,898,1603,1690
497,743,1163,1360
35,652,142,1581
35,454,396,1311
92,348,674,821
179,601,722,814
510,816,740,1470
795,488,884,1154
658,723,913,1068
600,36,773,850
688,397,925,990
547,863,703,1328
964,459,1829,1248
771,973,1342,1457
275,411,994,756
599,743,960,867
894,449,1064,1427
392,6,987,713
35,974,595,1182
470,484,893,1222
383,624,1110,1451
205,698,576,936
641,873,1627,1388
237,206,692,1187
498,54,847,341
368,392,1043,1364
112,756,522,937
898,312,990,1249
831,296,1642,647
29,857,1021,1266
18,328,721,541
450,337,1344,349
790,428,987,1064
132,820,292,1210
111,801,1011,1087
76,559,444,818
660,999,1341,1194
280,544,995,1226
639,727,1273,1369
332,43,611,117
868,642,1151,1380
990,818,1427,944
93,495,477,778
340,701,635,739
807,812,921,1805
118,852,911,1430
872,391,958,536
519,577,931,840
631,606,1058,1361
236,817,1221,929
262,614,373,1368
256,724,1124,1410
116,299,738,707
250,477,729,1318
107,849,655,1501
256,994,465,1846
383,197,933,531
856,483,985,1345
149,477,792,1298
150,206,375,862
857,237,1832,533
708,127,1082,883
386,859,1028,1390
932,228,1038,634
939,460,1834,858
857,757,1400,776
64,486,65,705
642,745,659,1633
755,420,1127,1197
622,33,1458,135
437,273,1047,1235
368,954,611,1878
100,793,159,1308
11,486,768,610
883,913,1244,936
917,191,1822,422
223,452,898,1051
127,517,958,1131
943,499,1734,1410
827,126,1587,697
30,654,483,1375
361,236,613,1194
375,10,506,445
9,150,885,1078
214,499,977,1178
686,715,1494,1358
528,365,735,1119
175,12,186,772
356,550,1211,819
223,507,835,1346
811,30,1314,277
555,272,1184,552
661,502,1627,1469
289,66,479,83
10,497,892,623
46,614,288,678
306,93,529,953
14,165,716,823
289,133,1053,810
494,165,1484,250
769,118,1416,911
367,304,559,903
955,913,968,1814
282,66,887,495
179,622,297,1560
323,290,962,595
264,965,565,1945
521,543,724,599
472,573,1352,1094
218,436,897,1021
129,127,950,686
21,862,372,1519
961,507,1457,1313
538,285,1465,390
466,39,642,960
247,444,624,1123
458,868,548,1640
3,446,496,763
822,643,1747,784
897,551,1514,1249
102,338,368,402
574,103,1457,846
963,61,1405,503
899,116,1311,568
618,688,1581,933
892,30,978,616
108,234,536,708
330,118,1103,1011
775,413,1428,622
775,421,1033,1340
54,684,921,1602
329,987,1229,1539
595,342,703,1331
328,358,591,721
324,687,790,841
204,714,1196,1546
609,464,1566,1105
743,497,1653,765
144,544,522,547
85,112,335,767
483,55,1225,768
372,836,1015,1490
587,255,870,1206
446,607,1220,1509
248,346,556,1307
89,262,499,500
895,727,1673,1711
698,374,761,1033
525,192,1504,439
798,438,1690,954
600,345,1374,828
56,515,616,1110
636,111,658,925
26,311,566,1109
66,720,276,760
331,210,1223,259
887,620,1516,1403
144,244,168,670
572,856,974,1126
901,660,1614,794
505,442,1284,1112
741,502,1041,746
38,404,181,493
152,311,785,1259
23,173,1012,1110
388,137,422,639
696,24,966,933
915,420,1118,1165
196,239,905,322
719,261,862,701
886,897,1352,1578
923,878,1446,1291
538,292,1401,837
70,555,454,1477
629,875,803,963
593,813,930,1430
478,689,789,690
532,571,936,883
600,305,733,312
572,315,1059,1178
485,135,1250,828
654,341,1186,792
270,525,400,1230
183,659,1129,700
259,996,652,1182
53,407,234,574
497,445,812,1301
43,588,567,1586
698,107,1171,209
186,605,566,909
14,693,635,1174
99,647,450,1226
739,22,1325,819
306,53,613,884
998,525,1875,959
246,116,756,175
276,129,818,1013
711,382,1224,1087
554,83,919,614
465,701,928,1130
324,648,1040,712
530,571,914,1154
577,351,609,1100
521,177,1514,1015
322,878,725,1671
374,237,1321,684
347,582,1238,648
7,64,47,666
19,838,240,1273
41,196,212,686
884,457,1797,1341
533,154,1128,496
253,870,690,1516
722,192,1083,270
130,924,162,1675
727,449,867,620
360,229,961,338
830,945,1626,1763
769,999,1083,1203
104,348,451,546
420,489,755,1393
512,569,766,1083
815,290,1761,1044
224,593,1121,906
856,994,890,1629
971,950,1424,1145
999,288,1468,1262
281,758,326,958
950,881,1616,1312
273,951,474,1566
687,611,986,1489
397,910,713,1014
584,477,774,1109
70,576,634,983
260,25,790,928
645,377,1505,898
750,319,1600,1062
849,69,978,539
760,250,1610,1211
484,375,513,1077
466,279,1395,857
357,783,440,1730
265,717,1003,986
932,22,1795,716
225,892,855,1261
643,663,1384,1044
679,91,895,405
418,848,940,1446
396,358,1131,1124
188,547,699,888
326,513,952,1194
5,611,91,1465
526,871,807,1063
796,907,876,1438
977,659,1632,764
967,702,1127,841
429,604,1176,1418
524,339,542,1156
496,386,1033,1171
74,891,75,1195
849,780,1490,1069
75,157,405,978
